TAG,SP,QUAD,Hectar,D2015,D2017,D2019,GR1517,GR1719,MAX DBH 1517,MAX DBH 1719,IV SP 15,IV SP 17,SP Life Score 15,SP Life Score 17,LifeSpan
2812,DACRR1,21,H1,18.7,18.9,19,0.1,0.05,18.9,19,6.13,5.89,0.61,0.64,0
2868,DACRR1,23,H1,20.1,20,21.1,-0.05,0.55,20.1,21.1,6.13,5.89,0.61,0.64,0
2892,DACRR1,24,H1,20.2,20.7,20.9,0.25,0.1,20.7,20.9,6.13,5.89,0.61,0.64,0
2894,DACRR1,24,H1,20.2,20.2,20.3,0,0.05,20.2,20.3,6.13,5.89,0.61,0.64,5
2912A,DACRR1,25,H1,11.7,12,12.7,0.15,0.35,12,12.7,6.13,5.89,0.61,0.64,0
2965A,DACRR1,27,H1,0,10.8,10.7,5.4,-0.05,10.8,10.8,6.13,5.89,0.61,0.64,0
3017,DACRR1,29,H2,19.6,19.6,19.3,0,-0.15,19.6,19.6,6.13,5.89,0.61,0.64,0
3018,DACRR1,29,H2,17.9,18.4,18.5,0.25,0.05,18.4,18.5,6.13,5.89,0.61,0.64,0
3121,DACRR1,33,H2,13.6,13.8,13.7,0.1,-0.05,13.8,13.8,6.13,5.89,0.61,0.64,0
3122,DACRR1,33,H2,13.9,14.2,14.2,0.15,0,14.2,14.2,6.13,5.89,0.61,0.64,0
3188C,DACRR1,35,H2,13.8,14.2,14.6,0.2,0.2,14.2,14.6,6.13,5.89,0.61,0.64,0
3344A,DACRR1,41,H2,10.4,10.9,11.2,0.25,0.15,10.9,11.2,6.13,5.89,0.61,0.64,6
3389A,DACRR1,43,H2,13.6,14.4,14.7,0.4,0.15,14.4,14.7,6.13,5.89,0.61,0.64,0
3401,DACRR1,43,H2,25.6,25.6,0,0,-12.8,25.6,25.6,6.13,5.89,0.61,0.64,0
3407,DACRR1,43,H2,30.7,31,30.8,0.15,-0.1,31,31,6.13,5.89,0.61,0.64,4
3430B,DACRR1,44,H2,14.8,11.8,12.6,-1.5,0.4,14.8,12.6,6.13,5.89,0.61,0.64,5
3436,DACRR1,45,H2,20.2,20.4,20.3,0.1,-0.05,20.4,20.4,6.13,5.89,0.61,0.64,0
2426,DACRR2,5,H1,14.6,14.9,14.9,0.15,0,14.9,14.9,0.36,0.49,0.25,0.5,5
3373,DACRR2,43,H1,0,19.3,20.1,9.65,0.4,19.3,20.1,0.36,0.49,0.25,0.5,15
2391A,DACRRI,4,H2,19.9,20.6,21.6,0.35,0.5,20.6,21.6,0.44,0.18,1,1,5
2478A,DACRRO,7,H1,0,21.3,21.9,10.65,0.3,21.3,21.9,1.13,1.53,0.56,0.67,0
2548A,DACRRO,10,H1,15.4,15.6,15.6,0.1,0,15.6,15.6,1.13,1.53,0.56,0.67,0
2738A,DACRRO,18,H1,11.5,11.6,11.6,0.05,0,11.6,11.6,1.13,1.53,0.56,0.67,0
2818,DACRRO,21,H1,16.1,16.4,16.4,0.15,0,16.4,16.4,1.13,1.53,0.56,0.67,0
3049,DACRRO,29,H1,20.6,21,21.1,0.2,0.05,21,21.1,1.13,1.53,0.56,0.67,0
3554C,DACRRO,50,H2,10.5,10.5,10.3,0,-0.1,10.5,10.5,1.13,1.53,0.56,0.67,0
2574,DIALPA,11,H2,17,17.4,17.5,0.2,0.05,17.4,17.5,0.4,0.38,1,1,0
2369B,DIALPL,3,H1,24.7,25.1,25.9,0.2,0.4,25.1,25.9,0.66,0.63,1,1,0
3499A,DIALPL,47,H1,24.2,25.1,27.3,0.45,1.1,25.1,27.3,0.66,0.63,1,1,8
3291,DIALWA,39,H1,18.3,19.7,20.7,0.7,0.5,19.7,20.7,0.3,0.29,0.67,0.67,0
3383,DIALWA,43,H2,15.2,15.4,15.4,0.1,0,15.4,15.4,0.3,0.29,0.67,0.67,0
2427A,DILLSU,5,H2,12.5,12.5,13.6,0,0.55,12.5,13.6,0.48,0.46,0.5,0.5,0
2955,DILLSU,26,H1,16.8,16.8,16.7,0,-0.05,16.8,16.8,0.48,0.46,0.5,0.5,0
2416,DIOSAP,5,H2,18.3,19.1,18.2,0.4,-0.45,19.1,19.1,1.32,1.25,0.43,0.43,4
2501,DIOSAP,8,H1,26.1,26.1,28.1,0,1,26.1,28.1,1.32,1.25,0.43,0.43,0
2752A,DIOSAP,18,H1,15.7,13.9,13.1,-0.9,-0.4,15.7,13.9,1.32,1.25,0.43,0.43,2
2432C,DIOSBU,5,H2,12.5,12.8,12.7,0.15,-0.05,12.8,12.8,1.96,1.9,0.7,0.7,10
2557,DIOSBU,10,H1,23.9,24.6,25.2,0.35,0.3,24.6,25.2,1.96,1.9,0.7,0.7,6
2666C,DIOSBU,15,H1,11.6,12,12.1,0.2,0.05,12,12.1,1.96,1.9,0.7,0.7,0
2742,DIOSBU,18,H1,15.1,15.2,15.2,0.05,0,15.2,15.2,1.96,1.9,0.7,0.7,0
2935B,DIOSBU,25,H1,12,12.6,13.4,0.3,0.4,12.6,13.4,1.96,1.9,0.7,0.7,0
3184D,DIOSBU,35,H1,11.5,11.6,11.7,0.05,0.05,11.6,11.7,1.96,1.9,0.7,0.7,0
3340,DIOSBU,41,H2,16.9,171,0,77.05,-85.5,171,171,1.96,1.9,0.7,0.7,0
2713,DIOSMA,17,H2,18,18,18,0,0,18,18,0.41,0.39,1,1,0
2337A,DIOSNU,1,H1,11,11.2,11.3,0.1,0.05,11.2,11.3,0.31,0.3,1,1,0
2395E,DIOSRU,4,H1,15.3,16.8,17.1,0.75,0.15,16.8,17.1,0.52,0.52,1,1,0
2967E,DIOSRU,27,H1,10.8,10.9,11,0.05,0.05,10.9,11,0.52,0.52,1,1,7
2398,DIOSS1,4,H2,16.5,17,17.3,0.25,0.15,17,17.3,0.39,0.38,1,1,0
2645A,DIOSSI,14,H1,12.5,12.5,12.4,0,-0.05,12.5,12.5,0.63,0.6,1,1,0
2989,DIOSSI,24,H1,13.3,14.5,13.3,0.6,-0.6,14.5,14.5,0.63,0.6,1,1,0
3145,DIOSSI,34,H1,16.8,16.8,17.2,0,0.2,16.8,17.2,0.63,0.6,1,1,0
2432B,DIOSSU,5,H2,10.1,10.1,10.1,0,0,10.1,10.1,0.31,0.3,1,1,0
2860B,DIOSSU,23,H1,11.3,11.7,11.7,0.2,0,11.7,11.7,0.31,0.3,1,1,0
2367D,DIPLMA,3,H1,0,10.5,11,5.25,0.25,10.5,11,1.22,1.51,0.45,0.64,4
2398A,DIPLMA,4,H1,0,10.9,11,5.45,0.05,10.9,11,1.22,1.51,0.45,0.64,0
2454,DIPLMA,6,H1,16.3,16.4,16.4,0.05,0,16.4,16.4,1.22,1.51,0.45,0.64,0
2652,DIPLMA,14,H1,16.8,16.9,17.2,0.05,0.15,16.9,17.2,1.22,1.51,0.45,0.64,0
2915,DIPLMA,25,H1,15.1,15.8,16,0.35,0.1,15.8,16,1.22,1.51,0.45,0.64,6
3003C,DIPLMA,28,H2,15.9,16.1,16.3,0.1,0.1,16.1,16.3,1.22,1.51,0.45,0.64,6
3293A,DIPLMA,39,H2,12.6,12.6,13.7,0,0.55,12.6,13.7,1.22,1.51,0.45,0.64,0
2332,DIPTC1,1,H2,28.2,28.7,30.3,0.25,0.8,28.7,30.3,6.7,6.62,0.67,0.63,11
2337,DIPTC1,1,H1,31.8,32.8,34.1,0.5,0.65,32.8,34.1,6.7,6.62,0.67,0.63,0
2355A,DIPTC1,2,H1,10.7,11.1,0,0.2,-5.55,11.1,11.1,6.7,6.62,0.67,0.63,0
2383,DIPTC1,4,H1,68.8,69.2,70.5,0.2,0.65,69.2,70.5,6.7,6.62,0.67,0.63,0
2453B,DIPTC1,6,H1,0,13.1,13.1,6.55,0,13.1,13.1,6.7,6.62,0.67,0.63,0
2467B,DIPTC1,6,H1,12.5,13.6,14.7,0.55,0.55,13.6,14.7,6.7,6.62,0.67,0.63,0
2682,DIPTC1,16,H1,41.5,42,42.6,0.25,0.3,42,42.6,6.7,6.62,0.67,0.63,0
2687,DIPTC1,16,H1,79,79.6,80.2,0.3,0.3,79.6,80.2,6.7,6.62,0.67,0.63,0
2775,DIPTC1,19,H1,12.8,12.8,12.6,0,-0.1,12.8,12.8,6.7,6.62,0.67,0.63,0
2863,DIPTC1,23,H1,13,0,0,-6.5,0,13,0,6.7,6.62,0.67,0.63,0
2903,DIPTC1,24,H1,26.3,0,0,-13.15,0,26.3,0,6.7,6.62,0.67,0.63,0
2920A,DIPTC1,25,H1,11.4,11.4,0,0,-5.7,11.4,11.4,6.7,6.62,0.67,0.63,0
2929,DIPTC1,25,H1,22,22.1,22.2,0.05,0.05,22.1,22.2,6.7,6.62,0.67,0.63,0
2935,DIPTC1,25,H1,20.1,20.5,21.3,0.2,0.4,20.5,21.3,6.7,6.62,0.67,0.63,6
2941,DIPTC1,26,H1,35.9,37.8,37.5,0.95,-0.15,37.8,37.8,6.7,6.62,0.67,0.63,0
2958,DIPTC1,26,H2,55.7,56.7,58.4,0.5,0.85,56.7,58.4,6.7,6.62,0.67,0.63,0
3159,DIPTC1,34,H2,14.5,14.6,14.9,0.05,0.15,14.6,14.9,6.7,6.62,0.67,0.63,0
3169,DIPTC1,34,H2,78.4,78.4,79.2,0,0.4,78.4,79.2,6.7,6.62,0.67,0.63,6
3402,DIPTC1,43,H2,10.8,10.9,10.8,0.05,-0.05,10.9,10.9,6.7,6.62,0.67,0.63,0
3346,DIPTKU,41,H1,110.4,100.3,101.2,-5.05,0.45,110.4,101.2,0.15,0.14,0.5,0.5,9
2696A,DRYPKI,16,H1,12.2,12.3,12.6,0.05,0.15,12.3,12.6,0.33,0.31,0.33,0.33,11
2565,DRYPLO,10,H2,15.5,0,0,-7.75,0,15.5,0,2.27,1.84,0.59,0.53,0
2572,DRYPLO,11,H1,13.3,13.7,14,0.2,0.15,13.7,14,2.27,1.84,0.59,0.53,15
2733,DRYPLO,17,H1,14,14.6,15.1,0.3,0.25,14.6,15.1,2.27,1.84,0.59,0.53,0
2768,DRYPLO,19,H1,11.6,11.6,0,0,-5.8,11.6,11.6,2.27,1.84,0.59,0.53,6
2820,DRYPLO,21,H1,15.1,15.3,15.2,0.1,-0.05,15.3,15.3,2.27,1.84,0.59,0.53,0
2902,DRYPLO,24,H1,14.9,15,15,0.05,0,15,15,2.27,1.84,0.59,0.53,0
2921,DRYPLO,25,H1,14.9,15,14.9,0.05,-0.05,15,15,2.27,1.84,0.59,0.53,0
3164A,DRYPLO,34,H2,10.9,11.2,11.5,0.15,0.15,11.2,11.5,2.27,1.84,0.59,0.53,0
3308,DRYPLO,39,H2,20.2,20.8,20.6,0.3,-0.1,20.8,20.8,2.27,1.84,0.59,0.53,9
3525,DRYPLO,48,H2,20.8,20.8,20.9,0,0.05,20.8,20.9,2.27,1.84,0.59,0.53,0
2954A,DRYPPE,26,H2,11.3,11.3,11.3,0,0,11.3,11.3,0.15,0.14,1,1,6
3244B,DRYPPO,37,H2,11.5,11,11,-0.25,0,11.5,11,0.3,0.29,1,1,0
3442A,DRYPPO,45,H2,10.3,10.8,10.7,0.25,-0.05,10.8,10.8,0.3,0.29,1,1,0
2516B,DURIGR,8,H1,0,11.9,11.9,5.95,0,11.9,11.9,0.44,0.74,0.43,0.57,0
3052,DURIGR,30,H1,28.4,28.7,28.9,0.15,0.1,28.7,28.9,0.44,0.74,0.43,0.57,0
3088,DURIGR,31,H2,15,15,14.9,0,-0.05,15,15,0.44,0.74,0.43,0.57,0
3233C,DURIGR,37,H2,14,14.2,14.8,0.1,0.3,14.2,14.8,0.44,0.74,0.43,0.57,0
2931,DYERCO,25,H1,42.1,41.7,41.4,-0.2,-0.15,42.1,41.7,0.15,0.14,0.5,0.5,0
2532C,ELAEFE,9,H2,10.3,10.5,10.2,0.1,-0.15,10.5,10.5,0.31,0.16,1,0.5,0
2939B,ELAEFE,25,H1,26,0,0,-13,0,26,0,0.31,0.16,1,0.5,0
3150,ELAEFL,34,H1,33.5,34.4,34.7,0.45,0.15,34.4,34.7,0.15,0.14,1,1,0
2532,ELAENI,9,H2,39.1,40.3,40.6,0.6,0.15,40.3,40.6,1.43,0.74,1,0.67,11
2696,ELAENI,16,H1,28.3,28.3,28.3,0,0,28.3,28.3,1.43,0.74,1,0.67,11
3501,ELAENI,47,H1,16.8,0,0,-8.4,0,16.8,0,1.43,0.74,1,0.67,6
2914A,ELAEP3,25,H2,12.7,12.2,13.2,-0.25,0.5,12.7,13.2,0.15,0.14,1,1,8
2724,ELAERU,17,H1,0,41.2,41.2,20.6,0,41.2,41.2,0.15,0.86,0.33,0.67,0
2953,ELAERU,26,H1,16.8,16.8,0,0,-8.4,16.8,16.8,0.15,0.86,0.33,0.67,0
2430A,ELATTA,5,H2,11.4,11.4,11.3,0,-0.05,11.4,11.4,0.61,0.73,0.43,0.57,0
2940,ELATTA,26,H1,41.8,41.8,42.2,0,0.2,41.8,42.2,0.61,0.73,0.43,0.57,10
3115,ELATTA,32,H2,37.4,37.4,37.5,0,0.05,37.4,37.5,0.61,0.73,0.43,0.57,0
3384A,ELATTA,43,H2,0,10.1,10,5.05,-0.05,10.1,10.1,0.61,0.73,0.43,0.57,9
2921A,ELLATA,25,H2,10.9,10.8,11,-0.05,0.1,10.9,11,0.15,0.14,1,1,0
3497C,EUGE10,47,H1,19.6,19.6,19.9,0,0.15,19.6,19.9,0,0,1,1,0
2914,EUGEC1,25,H1,22.2,23,24.4,0.4,0.7,23,24.4,0.89,0.72,0.38,0.31,10
2920,EUGEC1,25,H1,17.8,18,17.9,0.1,-0.05,18,18,0.89,0.72,0.38,0.31,0
2924,EUGEC1,25,H1,16.5,16.8,17.4,0.15,0.3,16.8,17.4,0.89,0.72,0.38,0.31,0
3077,EUGEC1,31,H2,14.9,14.9,14.1,0,-0.4,14.9,14.9,0.89,0.72,0.38,0.31,0
3130,EUGEC1,33,H2,15.2,0,0,-7.6,0,15.2,0,0.89,0.72,0.38,0.31,4
3315,EUGEC1,40,H2,20.4,20.6,20.8,0.1,0.1,20.6,20.8,0.89,0.72,0.38,0.31,11
3272A,EUGECH,38,H1,12.9,13.2,13.6,0.15,0.2,13.2,13.6,0.15,0.14,1,1,0
3023,EUGECL,29,H1,43.9,45.4,46.7,0.75,0.65,45.4,46.7,0.59,0.57,0.5,0.5,0
3116A,EUGECL,32,H2,11.6,11.8,11.9,0.1,0.05,11.8,11.9,0.59,0.57,0.5,0.5,0
3262A,EUGECL,38,H2,13.1,14.2,15.1,0.55,0.45,14.2,15.1,0.59,0.57,0.5,0.5,5
3403A,EUGECL,43,H2,11,11.5,11.9,0.25,0.2,11.5,11.9,0.59,0.57,0.5,0.5,13
2508,EUGEDE,8,H1,0,13.1,0,6.55,-6.55,13.1,13.1,0.61,0.91,0.43,0.57,0
2521,EUGEDE,9,H1,11.2,11.1,11.7,-0.05,0.3,11.2,11.7,0.61,0.91,0.43,0.57,11
3505,EUGEDE,47,H1,12.1,12,12,-0.05,0,12.1,12,0.61,0.91,0.43,0.57,0
3505A,EUGEDE,47,H2,12.6,12.6,12.6,0,0,12.6,12.6,0.61,0.91,0.43,0.57,7
2881A,EUGEDU,23,H2,16,16.1,16.4,0.05,0.15,16.1,16.4,0.3,0.29,1,1,0
3277A,EUGEDU,38,H1,19.8,20.2,20.4,0.2,0.1,20.2,20.4,0.3,0.29,1,1,0
2575,EUGEFI,11,H1,20.5,20.8,21.2,0.15,0.2,20.8,21.2,0.33,0.33,0.4,0.4,0
3341C,EUGEFI,41,H1,15.4,15.4,15.5,0,0.05,15.4,15.5,0.33,0.33,0.4,0.4,0
2335,EUGEFL,1,H2,39.1,39.8,40.3,0.35,0.25,39.8,40.3,0.93,0.9,1,1,0
2670,EUGEFL,15,H1,40,40.6,40.6,0.3,0,40.6,40.6,0.93,0.9,1,1,6
2816,EUGEGR,21,H1,21.7,22.1,22.3,0.2,0.1,22.1,22.3,0.59,0.43,0.4,0.3,0
2825,EUGEGR,21,H1,23.5,23.8,24.3,0.15,0.25,23.8,24.3,0.59,0.43,0.4,0.3,8
3180,EUGEGR,35,H2,11.5,11.7,0,0.1,-5.85,11.7,11.7,0.59,0.43,0.4,0.3,0
3238,EUGEGR,37,H2,29.6,0,0,-14.8,0,29.6,0,0.59,0.43,0.4,0.3,0
2376A,EUGEIN,3,H2,25.2,25.7,25.8,0.25,0.05,25.7,25.8,0.52,0.5,1,1,0
2496,EUGEKO,7,H1,29,30.5,31.1,0.75,0.3,30.5,31.1,0.57,0.19,1,1,15
2569B,EUGENA,11,H1,14.1,11.3,0,-1.4,-5.65,14.1,11.3,0.65,0.59,1,1,0
3045A,EUGENA,29,H1,13.8,14.7,15.5,0.45,0.4,14.7,15.5,0.65,0.59,1,1,0
3242,EUGENA,37,H2,28.5,29.4,29.3,0.45,-0.05,29.4,29.4,0.65,0.59,1,1,11
2618A,EUGEO1,12,H2,10.8,10.9,10.9,0.05,0,10.9,10.9,1.14,1.09,1,1,8
2737,EUGEO1,18,H1,55.8,56,56.9,0.1,0.45,56,56.9,1.14,1.09,1,1,12
2843,EUGEP3,22,H1,102.3,102.3,103.5,0,0.6,102.3,103.5,0.74,0.57,0.83,0.67,0
2861,EUGEP3,23,H1,20.1,20.4,20.2,0.15,-0.1,20.4,20.4,0.74,0.57,0.83,0.67,5
3060,EUGEP3,30,H1,46,47.6,48.5,0.8,0.45,47.6,48.5,0.74,0.57,0.83,0.67,5
3354,EUGEP3,42,H2,29.2,0,0,-14.6,0,29.2,0,0.74,0.57,0.83,0.67,0
3371,EUGEP3,42,H2,39,39.2,39.6,0.1,0.2,39.2,39.6,0.74,0.57,0.83,0.67,0
2763A,EUGEP4,19,H2,24.6,25.5,27.2,0.45,0.85,25.5,27.2,0.51,0.5,1,1,0
2572E,EUGEPU,11,H1,0,10.2,11,5.1,0.4,10.2,11,0.51,0.65,0.5,0.75,0
2728,EUGEPU,17,H1,14.7,14.9,14.9,0.1,0,14.9,14.9,0.51,0.65,0.5,0.75,0
2967,EUGEPU,27,H1,17,17.7,18,0.35,0.15,17.7,18,0.51,0.65,0.5,0.75,0
2504D,EUGERI,8,H1,23.3,25,27.2,0.85,1.1,25,27.2,0.83,1.14,0.22,0.33,11
2563A,EUGERI,10,H1,0,12,12,6,0,12,12,0.83,1.14,0.22,0.33,10
2643C,EUGERI,14,H1,13.5,14.1,14.2,0.3,0.05,14.1,14.2,0.83,1.14,0.22,0.33,0
2845,EUGES2,22,H2,29.1,29.5,29.9,0.2,0.2,29.5,29.9,0.3,0.29,1,1,0
3533A,EUGES2,48,H1,16,16.2,16.2,0.1,0,16.2,16.2,0.3,0.29,1,1,0
3007D,EUGESC,28,H1,10.5,10.9,11.2,0.2,0.15,10.9,11.2,0.15,0.14,1,1,0
3544C,EUGESD,49,H2,13.6,13.8,13.8,0.1,0,13.8,13.8,0.15,0.14,1,1,0
2933,EUGESP,25,H1,17.2,0,0,-8.6,0,17.2,0,0.3,0.14,0.67,0.33,0
3528A,EUGESP,48,H1,14.3,14.7,14.8,0.2,0.05,14.7,14.8,0.3,0.14,0.67,0.33,0
3069,EUGESU,30,H1,16.9,17.8,18.2,0.45,0.2,17.8,18.2,0.3,0.29,0.4,0.4,0
3233,EUGESU,37,H2,24.6,24.8,25.2,0.1,0.2,24.8,25.2,0.3,0.29,0.4,0.4,0
2367F,EUGETU,3,H2,0,10.7,11.6,5.35,0.45,10.7,11.6,0.4,0.57,0.5,1,0
2496A,EUGETU,7,H1,17.5,18.9,20.5,0.7,0.8,18.9,20.5,0.4,0.57,0.5,1,0
2370,GANUSN,3,H1,13.3,13.5,13.5,0.1,0,13.5,13.5,1.37,1.32,0.63,0.63,0
2554,GANUSN,10,H1,15,15,14.9,0,-0.05,15,15,1.37,1.32,0.63,0.63,0
2773,GANUSN,19,H1,15,15,15,0,0,15,15,1.37,1.32,0.63,0.63,0
3110,GANUSN,32,H2,37,37.3,37.4,0.15,0.05,37.3,37.4,1.37,1.32,0.63,0.63,8
3274,GANUSN,38,H2,20.5,20.9,21.1,0.2,0.1,20.9,21.1,1.37,1.32,0.63,0.63,0
3420B,GARCAT,44,H2,10.1,10.3,10.2,0.1,-0.05,10.3,10.3,0.15,0.14,1,1,0
3554B,GARCBA,50,H2,31.2,32.9,34.9,0.85,1,32.9,34.9,0.15,0.14,1,1,0
2748A,GARCEU,18,H2,42.6,44,45.1,0.7,0.55,44,45.1,0.77,0.75,1,1,0
2467A,GARCMA,6,H1,12.3,12.7,12.6,0.2,-0.05,12.7,12.7,0.72,0.62,0.67,0.67,0
2669A,GARCMA,15,H1,16.7,11.6,11.6,-2.55,0,16.7,11.6,0.72,0.62,0.67,0.67,5
2375B,GARCNE,3,H1,0,10.2,11.5,5.1,0.65,10.2,11.5,0,0.16,0,1,0
3351,GARCNI,42,H1,13.2,13.2,0,0,-6.6,13.2,13.2,0.15,0.14,1,1,0
2469A,GARCPA,6,H1,12.5,11.4,11.4,-0.55,0,12.5,11.4,0.48,0.59,0.5,0.75,0
3007B,GARCPA,28,H1,14.4,14.4,14.4,0,0,14.4,14.4,0.48,0.59,0.5,0.75,9
3080C,GARCPA,31,H2,0,10.9,11.2,5.45,0.15,10.9,11.2,0.48,0.59,0.5,0.75,0
2777B,GIRONE,19,H1,30.8,31.1,31.7,0.15,0.3,31.1,31.7,0.65,1.15,0.33,0.42,0
2832,GIRONE,22,H1,32,32.1,31.8,0.05,-0.15,32.1,32.1,0.65,1.15,0.33,0.42,13
2927,GIRONE,25,H1,14,14.8,14.9,0.4,0.05,14.8,14.9,0.65,1.15,0.33,0.42,9
3318A,GIRONE,40,H2,10.5,11.2,11.9,0.35,0.35,11.2,11.9,0.65,1.15,0.33,0.42,0
3438A,GIRONE,45,H2,0,11.8,12,5.9,0.1,11.8,12,0.65,1.15,0.33,0.42,0
2321,GIROPA,1,H1,11.5,11.6,0,0.05,-5.8,11.6,11.6,0.63,0.75,0.4,0.6,0
2743A,GIROPA,18,H1,11.3,11.4,11.2,0.05,-0.1,11.4,11.4,0.63,0.75,0.4,0.6,0
2987D,GIROPA,27,H1,0,12.5,13.1,6.25,0.3,12.5,13.1,0.63,0.75,0.4,0.6,0
3161A,GIROSU,34,H2,14.4,14.5,14.5,0.05,0,14.5,14.5,0.15,0.14,1,1,0
2649,GLUTM2,14,H1,62.9,63.2,64.2,0.15,0.5,63.2,64.2,1.22,1.16,1,1,5
3271,GLUTM2,38,H1,22.7,23.2,24.4,0.25,0.6,23.2,24.4,1.22,1.16,1,1,0
3072,GONOGR,31,H2,10.9,11,11.1,0.05,0.05,11,11.1,0.15,0.14,0.5,0.5,6
3362A,GONYAF,42,H2,12.1,12.4,12.5,0.15,0.05,12.4,12.5,0.15,0.14,1,1,8
2859,GORDSI,23,H1,17.7,17.9,18,0.1,0.05,17.9,18,0.15,0.14,1,1,13
3556A,GREWBL,50,H2,10.9,11.7,12.2,0.4,0.25,11.7,12.2,0.15,0.14,0.2,0.2,11
3504B,GREWFI,47,H2,10.7,11.5,11.9,0.4,0.2,11.5,11.9,0.15,0.14,1,1,11
2325B,GREWMI,1,H1,23.8,24.3,24.8,0.25,0.25,24.3,24.8,1.65,1.45,0.5,0.42,0
2377B,GREWMI,3,H1,11.9,12,12.9,0.05,0.45,12,12.9,1.65,1.45,0.5,0.42,0
2389B,GREWMI,4,H1,16.6,16.8,16.8,0.1,0,16.8,16.8,1.65,1.45,0.5,0.42,0
3336A,GREWMI,41,H2,16.6,0,0,-8.3,0,16.6,0,1.65,1.45,0.5,0.42,0
3372,GREWMI,42,H2,17.2,17.4,17.3,0.1,-0.05,17.4,17.4,1.65,1.45,0.5,0.42,0
3553A,GREWMI,50,H2,15.5,15.7,16.2,0.1,0.25,15.7,16.2,1.65,1.45,0.5,0.42,0
3220,GYMNFO,36,H2,40.7,41.1,41.5,0.2,0.2,41.1,41.5,0.15,0.14,1,1,0
2648C,GYNOAX,14,H2,29.5,31.1,32.1,0.8,0.5,31.1,32.1,0.58,0.57,0.5,0.5,0
2700,HERIEL,16,H1,14,14.1,14.5,0.05,0.2,14.1,14.5,0.5,0.48,1,1,0
3368,HERIEL,42,H1,19.5,19.8,20,0.15,0.1,19.8,20,0.5,0.48,1,1,0
2354,HERISI,2,H2,0,11.5,11.4,5.75,-0.05,11.5,11.5,0.19,0.48,0.25,0.5,8
2576,HERISI,11,H1,20.8,20.8,20.7,0,-0.05,20.8,20.8,0.19,0.48,0.25,0.5,0
3190,HOMADI,35,H2,52.8,53.4,53.4,0.3,0,53.4,53.4,0.15,0.14,1,1,0
3343B,HOPEBR,41,H2,11.5,12.4,13.7,0.45,0.65,12.4,13.7,0.15,0.14,1,1,7
2940B,HOPEDR,26,H2,12.7,13.8,15.1,0.55,0.65,13.8,15.1,0.74,0.86,0.71,0.86,0
3071B,HOPEDR,31,H2,12.9,12.6,13,-0.15,0.2,12.9,13,0.74,0.86,0.71,0.86,0
3347B,HOPEDR,41,H2,0,10.8,11.1,5.4,0.15,10.8,11.1,0.74,0.86,0.71,0.86,7
3372A,HOPEDR,42,H2,12.4,13.1,13.8,0.35,0.35,13.1,13.8,0.74,0.86,0.71,0.86,0
3381B,HOPEDR,43,H2,10.8,11.9,12.5,0.55,0.3,11.9,12.5,0.74,0.86,0.71,0.86,0
3538A,HOPEDR,48,H2,28.8,30.5,31.2,0.85,0.35,30.5,31.2,0.74,0.86,0.71,0.86,0
2807A,HOPEME,21,H1,12.5,0,0,-6.25,0,12.5,0,1.48,1.15,0.38,0.31,0
2807B,HOPEME,21,H1,12.5,0,0,-6.25,0,12.5,0,1.48,1.15,0.38,0.31,6
2856,HOPEME,22,H1,24,24.9,25.6,0.45,0.35,24.9,25.6,1.48,1.15,0.38,0.31,0
2982B,HOPEME,27,H1,11.9,12.7,12.8,0.4,0.05,12.7,12.8,1.48,1.15,0.38,0.31,6
2987B,HOPEME,27,H2,14.6,15.8,16.6,0.6,0.4,15.8,16.6,1.48,1.15,0.38,0.31,0
3047A,HOPEME,29,H2,10.9,11.6,11.8,0.35,0.1,11.6,11.8,1.48,1.15,0.38,0.31,10
3088A,HOPEME,31,H2,16.7,16.8,16.9,0.05,0.05,16.8,16.9,1.48,1.15,0.38,0.31,0
3098D,HOPEME,32,H2,14.6,16,17.2,0.7,0.6,16,17.2,1.48,1.15,0.38,0.31,0
3118A,HOPEME,33,H2,30.1,31.5,32.4,0.7,0.45,31.5,32.4,1.48,1.15,0.38,0.31,0
3356,HOPEME,42,H2,30,30.9,32.4,0.45,0.75,30.9,32.4,1.48,1.15,0.38,0.31,11
2343B,HORSCR,2,H2,11.2,11.8,11.9,0.3,0.05,11.8,11.9,0.31,0.31,1,1,7
3045,HORSPO,29,H1,19.5,19.8,19.8,0.15,0,19.8,19.8,0.15,0.14,0.25,0.25,0
2541A,HORSPS,10,H1,12.9,12.9,13,0,0.05,12.9,13,0.34,0.32,0.5,0.5,0
3195,HORSS2,35,H2,41.7,42.3,42.7,0.3,0.2,42.3,42.7,0.15,0.14,0.2,0.2,6
2541B,HUNTZE,10,H2,12,12.3,12.5,0.15,0.1,12.3,12.5,0.32,0.31,1,1,0
2559A,INTSPA,10,H1,10.5,11,11.5,0.25,0.25,11,11.5,0.83,0.94,0.83,0.83,8
2666,INTSPA,15,H1,40.5,40.8,40.3,0.15,-0.25,40.8,40.8,0.83,0.94,0.83,0.83,0
2932,INTSPA,25,H1,24.2,24.1,23.9,-0.05,-0.1,24.2,24.1,0.83,0.94,0.83,0.83,0
2993,INTSPA,28,H1,45,45.5,44.4,0.25,-0.55,45.5,45.5,0.83,0.94,0.83,0.83,8
3552,INTSPA,49,H2,31.5,26.5,26.2,-2.5,-0.15,31.5,26.5,0.83,0.94,0.83,0.83,0
2809,IRVIMA,21,H2,61.5,61.5,62.1,0,0.3,61.5,62.1,0.3,0.29,1,1,6
